-181.382, 67.594, 2.579,  7.606
-181.382, 67.508, 2.588,  7.639
-181.382, 67.421, 2.597,  7.672
-181.382, 67.335, 2.605,  7.705
-181.382, 67.247, 2.614,  7.738
-181.382, 67.160, 2.622,  7.771
-181.381, 67.072, 2.631,  7.804
-181.381, 66.985, 2.640,  7.837
-181.381, 66.896, 2.649,  7.870
-181.381, 66.808, 2.657,  7.903
-181.381, 66.719, 2.666,  7.936
-181.381, 66.630, 2.675,  7.969
-181.380, 66.541, 2.683,  8.002
-181.380, 66.451, 2.692,  8.035
-181.380, 66.361, 2.701,  8.068
-181.380, 66.271, 2.710,  8.101
-181.380, 66.180, 2.719,  8.134
-181.379, 66.089, 2.728,  8.167
-181.379, 65.998, 2.737,  8.200
-181.379, 65.907, 2.746,  8.233
-181.379, 65.815, 2.755,  8.266
-181.379, 65.723, 2.764,  8.299
-181.378, 65.630, 2.774,  8.332
-181.378, 65.538, 2.783,  8.365
-181.378, 65.445, 2.792,  8.398
-181.378, 65.351, 2.801,  8.431
-181.378, 65.258, 2.811,  8.464
-181.378, 65.164, 2.820,  8.497
-181.377, 65.070, 2.829,  8.530
-181.377, 64.975, 2.839,  8.563
-181.377, 64.880, 2.848,  8.596
-181.377, 64.785, 2.857,  8.629
-181.377, 64.690, 2.867,  8.662
-181.377, 64.594, 2.877,  8.695
-181.376, 64.498, 2.886,  8.728
-181.376, 64.401, 2.896,  8.761
-181.376, 64.304, 2.905,  8.794
-181.376, 64.207, 2.915,  8.827
-181.376, 64.110, 2.925,  8.860
-181.376, 64.012, 2.934,  8.893
-181.376, 63.914, 2.944,  8.926
-181.376, 63.816, 2.954,  8.959
-181.376, 63.717, 2.964,  8.992
-181.376, 63.618, 2.974,  9.025
-181.377, 63.519, 2.984,  9.058
-181.377, 63.419, 2.994,  9.091
-181.377, 63.319, 3.004,  9.124
-181.377, 63.219, 3.014,  9.157
-181.377, 63.118, 3.024,  9.190
-181.377, 63.017, 3.034,  9.223
-181.378, 62.915, 3.043,  9.256
-181.378, 62.814, 3.054,  9.289
-181.378, 62.712, 3.064,  9.322
-181.378, 62.609, 3.074,  9.355
-181.378, 62.507, 3.084,  9.388
-181.378, 62.404, 3.094,  9.421
-181.378, 62.300, 3.104,  9.454
-181.378, 62.196, 3.115,  9.487
-181.379, 62.092, 3.125,  9.520
-181.379, 61.988, 3.135,  9.553
-181.379, 61.883, 3.146,  9.586
-181.379, 61.778, 3.156,  9.619
-181.379, 61.673, 3.167,  9.652
-181.379, 61.567, 3.177,  9.685
-181.380, 61.461, 3.188,  9.718
-181.380, 61.354, 3.198,  9.751
-181.380, 61.247, 3.209,  9.784
-181.380, 61.140, 3.220,  9.817
-181.380, 61.032, 3.230,  9.850
-181.381, 60.924, 3.241,  9.883
-181.381, 60.816, 3.252,  9.916
-181.381, 60.707, 3.263,  9.949
-181.381, 60.598, 3.274,  9.982
-181.381, 60.489, 3.284, 10.015
-181.381, 60.379, 3.295, 10.048
-181.381, 60.269, 3.306, 10.081
-181.382, 60.159, 3.317, 10.114
-181.382, 60.048, 3.328, 10.147
-181.382, 59.936, 3.339, 10.180
-181.382, 59.825, 3.351, 10.213
-181.382, 59.713, 3.362, 10.246
-181.382, 59.601, 3.373, 10.279
-181.382, 59.488, 3.384, 10.312
-181.383, 59.375, 3.395, 10.345
-181.383, 59.261, 3.407, 10.378
-181.383, 59.147, 3.418, 10.411
-181.383, 59.033, 3.429, 10.444
-181.383, 58.919, 3.441, 10.477
-181.384, 58.804, 3.452, 10.510
-181.384, 58.688, 3.464, 10.543
-181.384, 58.573, 3.475, 10.576
-181.384, 58.456, 3.487, 10.609
-181.384, 58.340, 3.498, 10.642
-181.384, 58.223, 3.510, 10.675
-181.385, 58.106, 3.522, 10.708
-181.385, 57.988, 3.533, 10.741
-181.385, 57.870, 3.545, 10.774
-181.385, 57.751, 3.557, 10.807
-181.385, 57.633, 3.569, 10.840
-181.385, 57.513, 3.581, 10.873
-181.385, 57.394, 3.592, 10.906
-181.386, 57.274, 3.604, 10.939
-181.386, 57.153, 3.616, 10.972
-181.386, 57.032, 3.628, 11.005
-181.386, 56.911, 3.641, 11.038
-181.386, 56.789, 3.653, 11.071
-181.386, 56.667, 3.665, 11.104
-181.386, 56.545, 3.677, 11.137
-181.387, 56.422, 3.689, 11.170
-181.387, 56.299, 3.701, 11.203
-181.387, 56.175, 3.714, 11.236
-181.387, 56.051, 3.726, 11.269
-181.387, 55.926, 3.738, 11.302
-181.387, 55.802, 3.751, 11.335
-181.387, 55.676, 3.763, 11.368
-181.388, 55.550, 3.776, 11.401
-181.388, 55.424, 3.789, 11.434
-181.388, 55.298, 3.801, 11.467
-181.388, 55.171, 3.814, 11.500
-181.388, 55.043, 3.826, 11.533
-181.388, 54.915, 3.839, 11.566
-181.389, 54.787, 3.852, 11.599
-181.389, 54.658, 3.865, 11.632
-181.389, 54.529, 3.878, 11.665
-181.389, 54.400, 3.890, 11.698
-181.389, 54.270, 3.903, 11.731
-181.389, 54.139, 3.916, 11.764
-181.389, 54.008, 3.929, 11.797
-181.389, 53.877, 3.942, 11.830
-181.389, 53.745, 3.955, 11.863
-181.390, 53.613, 3.968, 11.896
-181.390, 53.481, 3.980, 11.929
-181.390, 53.348, 3.993, 11.962
-181.390, 53.214, 4.006, 11.995
-181.390, 53.080, 4.019, 12.028
-181.390, 52.946, 4.033, 12.061
-181.390, 52.811, 4.046, 12.094
-181.391, 52.676, 4.059, 12.127
-181.391, 52.540, 4.072, 12.160
-181.391, 52.404, 4.085, 12.193
-181.391, 52.268, 4.099, 12.226
-181.391, 52.131, 4.112, 12.259
-181.391, 51.993, 4.125, 12.292
-181.391, 51.856, 4.139, 12.325
-181.391, 51.717, 4.152, 12.358
-181.391, 51.578, 4.166, 12.391
-181.391, 51.439, 4.179, 12.424
-181.392, 51.300, 4.193, 12.457
-181.392, 51.160, 4.206, 12.490
-181.392, 51.019, 4.220, 12.523
-181.392, 50.878, 4.234, 12.556
-181.392, 50.737, 4.247, 12.589
-181.392, 50.595, 4.261, 12.622
-181.392, 50.452, 4.275, 12.655
-181.392, 50.309, 4.289, 12.688
-181.392, 50.166, 4.303, 12.721
-181.392, 50.022, 4.317, 12.754
-181.392, 49.878, 4.331, 12.787
-181.392, 49.733, 4.345, 12.820
-181.392, 49.588, 4.359, 12.853
-181.393, 49.442, 4.373, 12.886
-181.393, 49.296, 4.388, 12.919
-181.393, 49.150, 4.402, 12.952
-181.393, 49.003, 4.416, 12.985
-181.393, 48.855, 4.431, 13.018
-181.393, 48.707, 4.445, 13.051
-181.393, 48.558, 4.460, 13.084
-181.393, 48.409, 4.474, 13.117
-181.393, 48.260, 4.489, 13.150
-181.393, 48.110, 4.503, 13.183
-181.393, 47.959, 4.518, 13.216
-181.393, 47.808, 4.533, 13.249
-181.393, 47.657, 4.547, 13.282
-181.393, 47.505, 4.562, 13.315
-181.393, 47.353, 4.577, 13.348
-181.394, 47.200, 4.592, 13.381
-181.394, 47.046, 4.607, 13.414
-181.394, 46.892, 4.622, 13.447
-181.394, 46.738, 4.637, 13.480
-181.394, 46.583, 4.652, 13.513
-181.394, 46.427, 4.667, 13.546
-181.394, 46.271, 4.683, 13.579
-181.394, 46.115, 4.698, 13.612
-181.394, 45.958, 4.713, 13.645
-181.394, 45.800, 4.729, 13.678
-181.394, 45.642, 4.744, 13.711
-181.394, 45.484, 4.760, 13.744
-181.394, 45.325, 4.775, 13.777
-181.394, 45.165, 4.791, 13.810
-181.394, 45.005, 4.806, 13.843
-181.394, 44.845, 4.822, 13.876
-181.394, 44.683, 4.838, 13.909
-181.394, 44.522, 4.854, 13.942
-181.394, 44.360, 4.870, 13.975
-181.394, 44.197, 4.885, 14.008
-181.394, 44.034, 4.901, 14.041
-181.394, 43.870, 4.917, 14.074
-181.394, 43.705, 4.933, 14.107
-181.394, 43.541, 4.950, 14.140
-181.394, 43.375, 4.966, 14.173
-181.394, 43.209, 4.982, 14.206
-181.394, 43.043, 4.998, 14.239
-181.394, 42.876, 5.015, 14.272
-181.394, 42.708, 5.031, 14.305
-181.394, 42.540, 5.048, 14.338
-181.394, 42.371, 5.064, 14.371
-181.394, 42.202, 5.081, 14.404
-181.394, 42.032, 5.097, 14.437
-181.394, 41.862, 5.110, 14.470
-181.394, 41.692, 5.109, 14.503
-181.394, 41.522, 5.092, 14.536
-181.394, 41.353, 5.075, 14.569
-181.394, 41.185, 5.065, 14.602
-181.394, 41.016, 5.061, 14.635
-181.394, 40.847, 5.063, 14.668
-181.394, 40.678, 5.072, 14.701
-181.394, 40.509, 5.088, 14.734
-181.394, 40.339, 5.108, 14.767
-181.394, 40.168, 5.134, 14.800
-181.394, 39.996, 5.163, 14.833
-181.394, 39.823, 5.195, 14.866
-181.394, 39.648, 5.230, 14.899
-181.394, 39.473, 5.265, 14.932
-181.393, 39.296, 5.301, 14.965
-181.393, 39.119, 5.335, 14.998
-181.393, 38.940, 5.369, 15.031
-181.393, 38.760, 5.400, 15.064
-181.393, 38.579, 5.429, 15.097
-181.393, 38.397, 5.456, 15.130
-181.393, 38.215, 5.481, 15.163
-181.393, 38.032, 5.504, 15.196
-181.393, 37.848, 5.525, 15.229
-181.393, 37.663, 5.544, 15.262
-181.393, 37.478, 5.562, 15.295
-181.393, 37.292, 5.578, 15.328
-181.393, 37.106, 5.594, 15.361
-181.392, 36.919, 5.609, 15.394
-181.392, 36.732, 5.624, 15.427
-181.392, 36.544, 5.639, 15.460
-181.392, 36.356, 5.654, 15.493
-181.392, 36.167, 5.669, 15.526
-181.392, 35.978, 5.684, 15.559
-181.392, 35.788, 5.700, 15.592
-181.392, 35.597, 5.717, 15.625
-181.391, 35.406, 5.734, 15.658
-181.391, 35.215, 5.751, 15.691
-181.391, 35.023, 5.770, 15.724
-181.391, 34.830, 5.788, 15.757
-181.391, 34.636, 5.808, 15.790
-181.391, 34.442, 5.828, 15.823
-181.391, 34.248, 5.848, 15.856
-181.391, 34.052, 5.868, 15.889
-181.390, 33.856, 5.889, 15.922
-181.390, 33.659, 5.910, 15.955
-181.390, 33.462, 5.930, 15.988
-181.390, 33.263, 5.951, 16.021
-181.390, 33.064, 5.972, 16.054
-181.390, 32.865, 5.993, 16.087
-181.390, 32.665, 6.014, 16.120
-181.390, 32.464, 6.035, 16.153
-181.389, 32.262, 6.056, 16.186
-181.389, 32.059, 6.076, 16.219
-181.389, 31.856, 6.097, 16.252
-181.389, 31.653, 6.117, 16.285
-181.389, 31.448, 6.138, 16.318
-181.389, 31.243, 6.158, 16.351
-181.389, 31.037, 6.179, 16.384
-181.388, 30.831, 6.199, 16.417
-181.388, 30.624, 6.220, 16.450
-181.388, 30.416, 6.240, 16.483
-181.388, 30.207, 6.261, 16.516
-181.388, 29.998, 6.282, 16.549
-181.387, 29.788, 6.303, 16.582
-181.387, 29.578, 6.323, 16.615
-181.387, 29.366, 6.344, 16.648
-181.387, 29.154, 6.366, 16.681
-181.387, 28.942, 6.387, 16.714
-181.386, 28.728, 6.408, 16.747
-181.386, 28.514, 6.430, 16.780
-181.386, 28.299, 6.451, 16.813
-181.386, 28.084, 6.473, 16.846
-181.385, 27.867, 6.494, 16.879
-181.385, 27.650, 6.516, 16.912
-181.385, 27.432, 6.538, 16.945
-181.385, 27.214, 6.560, 16.978
-181.385, 26.995, 6.582, 17.011
-181.384, 26.775, 6.604, 17.044
-181.384, 26.554, 6.626, 17.077
-181.384, 26.333, 6.649, 17.110
-181.384, 26.110, 6.671, 17.143
-181.383, 25.887, 6.693, 17.176
-181.383, 25.664, 6.716, 17.209
-181.383, 25.439, 6.738, 17.242
-181.382, 25.214, 6.761, 17.275
-181.382, 24.988, 6.784, 17.308
-181.382, 24.762, 6.806, 17.341
-181.382, 24.534, 6.829, 17.374
-181.381, 24.306, 6.852, 17.407
-181.381, 24.077, 6.874, 17.440
-181.381, 23.847, 6.897, 17.473
-181.380, 23.617, 6.920, 17.506
-181.380, 23.385, 6.943, 17.539
-181.380, 23.153, 6.966, 17.572
-181.379, 22.921, 6.989, 17.605
-181.379, 22.687, 7.011, 17.638
-181.379, 22.453, 7.034, 17.671
-181.378, 22.218, 7.057, 17.704
-181.378, 21.982, 7.080, 17.737
-181.377, 21.745, 7.103, 17.770
-181.377, 21.508, 7.126, 17.803
-181.377, 21.270, 7.150, 17.836
-181.376, 21.031, 7.173, 17.869
-181.376, 20.791, 7.197, 17.902
-181.375, 20.551, 7.220, 17.935
-181.375, 20.310, 7.244, 17.968
-181.375, 20.067, 7.268, 18.001
-181.374, 19.825, 7.292, 18.034
-181.374, 19.581, 7.317, 18.067
-181.373, 19.336, 7.341, 18.100
-181.373, 19.091, 7.365, 18.133
-181.373, 18.845, 7.390, 18.166
-181.372, 18.598, 7.414, 18.199
-181.372, 18.350, 7.439, 18.232
-181.371, 18.102, 7.464, 18.265
-181.371, 17.852, 7.488, 18.298
-181.370, 17.602, 7.513, 18.331
-181.370, 17.351, 7.538, 18.364
-181.369, 17.099, 7.563, 18.397
-181.369, 16.846, 7.588, 18.430
-181.369, 16.593, 7.613, 18.463
-181.368, 16.338, 7.638, 18.496
-181.368, 16.083, 7.663, 18.529
-181.367, 15.827, 7.688, 18.562
-181.367, 15.570, 7.713, 18.595
-181.366, 15.312, 7.738, 18.628
-181.366, 15.054, 7.763, 18.661
-181.365, 14.794, 7.789, 18.694
-181.364, 14.534, 7.814, 18.727
-181.364, 14.273, 7.840, 18.760
-181.363, 14.011, 7.865, 18.793
-181.363, 13.748, 7.891, 18.826
-181.362, 13.485, 7.917, 18.859
-181.362, 13.220, 7.943, 18.892
-181.361, 12.955, 7.969, 18.925
-181.361, 12.688, 7.995, 18.958
-181.360, 12.421, 8.022, 18.991
-181.359, 12.153, 8.048, 19.024
-181.359, 11.884, 8.075, 19.057
-181.358, 11.614, 8.102, 19.090
-181.358, 11.343, 8.129, 19.123
-181.357, 11.072, 8.156, 19.156
-181.356, 10.799, 8.183, 19.189
-181.356, 10.526, 8.210, 19.222
-181.355, 10.252, 8.237, 19.255
-181.354, 9.976, 8.264, 19.288
-181.354, 9.700, 8.292, 19.321
-181.353, 9.423, 8.319, 19.354
-181.353, 9.145, 8.347, 19.387
-181.352, 8.866, 8.374, 19.420
-181.351, 8.586, 8.402, 19.453
-181.351, 8.305, 8.430, 19.486
-181.350, 8.024, 8.458, 19.519
-181.349, 7.741, 8.486, 19.552
-181.349, 7.458, 8.514, 19.585
-181.348, 7.173, 8.542, 19.618
-181.347, 6.888, 8.570, 19.651
-181.347, 6.601, 8.599, 19.684
-181.346, 6.314, 8.627, 19.717
-181.345, 6.026, 8.656, 19.750
-181.344, 5.736, 8.685, 19.783
-181.344, 5.446, 8.713, 19.816
-181.343, 5.155, 8.742, 19.849
-181.342, 4.863, 8.771, 19.882
-181.342, 4.570, 8.800, 19.915
-181.341, 4.276, 8.830, 19.948
-181.340, 3.980, 8.859, 19.981
-181.339, 3.684, 8.888, 20.014
-181.339, 3.387, 8.918, 20.047
-181.338, 3.089, 8.948, 20.080
-181.337, 2.790, 8.977, 20.113
-181.336, 2.490, 9.007, 20.146
-181.336, 2.189, 9.037, 20.179
-181.335, 1.887, 9.067, 20.212
-181.334, 1.584, 9.097, 20.245
-181.333, 1.280, 9.127, 20.278
-181.332, 0.975, 9.157, 20.311
-181.332, 0.669, 9.188, 20.344
-181.331, 0.362, 9.218, 20.377
-181.330, 0.054, 9.249, 20.410
-181.329, -0.255, 9.280, 20.443
-181.328, -0.565, 9.310, 20.476
-181.327, -0.876, 9.341, 20.509
-181.327, -1.188, 9.372, 20.542
-181.326, -1.501, 9.403, 20.575
-181.325, -1.816, 9.435, 20.608
-181.324, -2.131, 9.466, 20.641
-181.323, -2.447, 9.497, 20.674
-181.322, -2.765, 9.529, 20.707
-181.321, -3.083, 9.561, 20.740
-181.320, -3.403, 9.592, 20.773
-181.319, -3.723, 9.624, 20.806
-181.318, -4.045, 9.656, 20.839
-181.317, -4.367, 9.688, 20.872
-181.316, -4.691, 9.721, 20.905
-181.315, -5.016, 9.753, 20.938
-181.314, -5.342, 9.785, 20.971
-181.313, -5.669, 9.818, 21.004
-181.312, -5.997, 9.851, 21.037
-181.311, -6.326, 9.883, 21.070
-181.310, -6.657, 9.916, 21.103
-181.309, -6.988, 9.949, 21.136
-181.308, -7.320, 9.982, 21.169
-181.307, -7.654, 10.015, 21.202
-181.306, -7.989, 10.049, 21.235
-181.305, -8.324, 10.082, 21.268
-181.304, -8.661, 10.116, 21.301
-181.303, -8.999, 10.149, 21.334
-181.302, -9.339, 10.183, 21.367
-181.301, -9.679, 10.217, 21.400
-181.300, -10.020, 10.251, 21.433
-181.299, -10.363, 10.285, 21.466
-181.298, -10.707, 10.319, 21.499
-181.296, -11.051, 10.354, 21.532
-181.295, -11.397, 10.388, 21.565
-181.294, -11.745, 10.423, 21.598
-181.293, -12.093, 10.457, 21.631
-181.292, -12.442, 10.492, 21.664
-181.291, -12.793, 10.527, 21.697
-181.290, -13.145, 10.562, 21.730
-181.288, -13.498, 10.597, 21.763
-181.287, -13.852, 10.632, 21.796
-181.286, -14.207, 10.667, 21.829
-181.285, -14.564, 10.703, 21.862
-181.283, -14.921, 10.739, 21.895
-181.282, -15.280, 10.774, 21.928
-181.281, -15.640, 10.810, 21.961
-181.280, -16.001, 10.846, 21.994
-181.278, -16.364, 10.882, 22.027
-181.277, -16.727, 10.919, 22.060
-181.276, -17.092, 10.955, 22.093
-181.274, -17.458, 10.991, 22.126
-181.273, -17.826, 11.028, 22.159
-181.272, -18.194, 11.065, 22.192
-181.270, -18.564, 11.102, 22.225
-181.269, -18.935, 11.139, 22.258
-181.268, -19.307, 11.176, 22.291
-181.266, -19.681, 11.213, 22.324
-181.265, -20.055, 11.250, 22.357
-181.263, -20.431, 11.288, 22.390
-181.262, -20.809, 11.325, 22.423
-181.260, -21.187, 11.363, 22.456
-181.259, -21.567, 11.401, 22.489
-181.257, -21.948, 11.439, 22.522
-181.256, -22.330, 11.477, 22.555
-181.254, -22.714, 11.516, 22.588
-181.253, -23.099, 11.554, 22.621
-181.251, -23.485, 11.593, 22.654
-181.250, -23.872, 11.632, 22.687
-181.248, -24.261, 11.671, 22.720
-181.247, -24.651, 11.710, 22.753
-181.245, -25.042, 11.750, 22.786
-181.243, -25.435, 11.789, 22.819
-181.242, -25.829, 11.829, 22.852
-181.240, -26.224, 11.869, 22.885
-181.238, -26.621, 11.909, 22.918
-181.236, -27.019, 11.949, 22.951
-181.235, -27.418, 11.990, 22.984
-181.233, -27.819, 12.030, 23.017
